"X";"electricity..high.voltage...DE..electricity.production..deep.geothermal";"electricity..high.voltage...DE..electricity.production..hard.coal";"electricity..high.voltage...DE..electricity.production..hydro..pumped.storage";"electricity..high.voltage...DE..electricity.production..hydro..run.of.river";"electricity..high.voltage...DE..electricity.production..lignite";"electricity..high.voltage...DE..electricity.production..natural.gas..combined.cycle.power.plant";"electricity..high.voltage...DE..electricity.production..natural.gas..conventional.power.plant";"electricity..high.voltage...DE..electricity.production..nuclear..pressure.water.reactor";"electricity..high.voltage...DE..electricity.production..oil";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..multi.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..3kWp.slanted.roof.installation..single.Si..panel..mounted";"electricity..low.voltage...DE..electricity.production..photovoltaic..570kWp.open.ground.installation..multi.Si";"electricity..high.voltage...DE..electricity.production..wind...1MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind...3MW.turbine..onshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..offshore";"electricity..high.voltage...DE..electricity.production..wind..1.3MW.turbine..onshore";"electricity..high.voltage...DE..heat.and.power.co.generation..biogas..gas.engine"
"744";"electricity, high voltage//[KR] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"745";"electricity, high voltage//[MRO, US only] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"746";"electricity, high voltage//[MY] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"747";"electricity, high voltage//[NL] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"748";"electricity, high voltage//[NPCC, US only] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"749";"electricity, high voltage//[PE] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"750";"electricity, high voltage//[PT] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"751";"electricity, high voltage//[RFC] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"752";"electricity, high voltage//[SERC] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"753";"electricity, high voltage//[SPP] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"754";"electricity, high voltage//[TH] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"755";"electricity, high voltage//[TR] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"756";"electricity, high voltage//[TRE] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"757";"electricity, high voltage//[TW] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"758";"electricity, high voltage//[TZ] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"759";"electricity, high voltage//[UA] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"760";"electricity, high voltage//[WECC, US only] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"761";"electricity, high voltage//[ZA] electricity production, hard coal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"762";"electricity, high voltage, for Swiss Federal Railways//[CH] electricity production, high voltage, for Swiss Federal Railways";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"763";"electricity, high voltage, aluminium industry//[CA-QC] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"764";"electricity, high voltage, aluminium industry//[CN] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"765";"electricity, high voltage, aluminium industry//[IAI Area 1] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"766";"electricity, high voltage, aluminium industry//[IAI Area 2, without Quebec] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"767";"electricity, high voltage, aluminium industry//[IAI Area 3] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"768";"electricity, high voltage, aluminium industry//[IAI Area 4&5 without China] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"769";"electricity, high voltage, aluminium industry//[IAI Area, EU27 & EFTA] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"770";"electricity, high voltage, aluminium industry//[IAI Area, Europe outside EU & EFTA] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"771";"electricity, high voltage, aluminium industry//[UN-OCEANIA] electricity production, hydro, aluminium industry";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"772";"electricity, high voltage//[ASCC] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"773";"electricity, high voltage//[AT] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"774";"electricity, high voltage//[AU] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"775";"electricity, high voltage//[BA] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"776";"electricity, high voltage//[BE] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"777";"electricity, high voltage//[BG] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"778";"electricity, high voltage//[CA-AB] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"779";"electricity, high voltage//[CA-BC] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"780";"electricity, high voltage//[CA-MB] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"781";"electricity, high voltage//[CA-NB] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"782";"electricity, high voltage//[CA-NS] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"783";"electricity, high voltage//[CA-NT] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"784";"electricity, high voltage//[CA-ON] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"785";"electricity, high voltage//[CA-SK] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"786";"electricity, high voltage//[CA-YK] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"787";"electricity, high voltage//[CH] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"788";"electricity, high voltage//[CN-AH] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"789";"electricity, high voltage//[CN-FJ] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"790";"electricity, high voltage//[CN-GD] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"791";"electricity, high voltage//[CN-HB] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"792";"electricity, high voltage//[CN-HE] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"793";"electricity, high voltage//[CN-HN] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"794";"electricity, high voltage//[CN-HU] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"795";"electricity, high voltage//[CN-JS] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"796";"electricity, high voltage//[CN-LN] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"797";"electricity, high voltage//[CN-SD] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"798";"electricity, high voltage//[CN-SX] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"799";"electricity, high voltage//[CN-ZJ] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"800";"electricity, high voltage//[CZ] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"801";"electricity, high voltage//[DE] electricity production, hydro, pumped storage";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"802";"electricity, high voltage//[ES] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"803";"electricity, high voltage//[FR] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"804";"electricity, high voltage//[FRCC] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"805";"electricity, high voltage//[GB] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"806";"electricity, high voltage//[GR] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"807";"electricity, high voltage//[HICC] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"808";"electricity, high voltage//[HR] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"809";"electricity, high voltage//[IE] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"810";"electricity, high voltage//[IN] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"811";"electricity, high voltage//[IT] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"812";"electricity, high voltage//[JP] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"813";"electricity, high voltage//[KR] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"814";"electricity, high voltage//[LT] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"815";"electricity, high voltage//[LU] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"816";"electricity, high voltage//[MRO, US only] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"817";"electricity, high voltage//[NO] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"818";"electricity, high voltage//[NPCC, US only] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"819";"electricity, high voltage//[PL] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"820";"electricity, high voltage//[PT] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"821";"electricity, high voltage//[RFC] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"822";"electricity, high voltage//[RO] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"823";"electricity, high voltage//[RS] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"824";"electricity, high voltage//[RU] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"825";"electricity, high voltage//[SE] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"826";"electricity, high voltage//[SERC] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"827";"electricity, high voltage//[SI] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"828";"electricity, high voltage//[SK] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"829";"electricity, high voltage//[SPP] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"830";"electricity, high voltage//[TRE] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"831";"electricity, high voltage//[TW] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"832";"electricity, high voltage//[UA] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"833";"electricity, high voltage//[WECC, US only] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"834";"electricity, high voltage//[ZA] electricity production, hydro, pumped storage";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"835";"electricity, high voltage, label-certified//[CH] electricity production, hydro, reservoir, alpine region, label-certified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"836";"electricity, high voltage//[ASCC] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"837";"electricity, high voltage//[AT] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"838";"electricity, high voltage//[BA] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"839";"electricity, high voltage//[CA-AB] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"840";"electricity, high voltage//[CA-BC] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"841";"electricity, high voltage//[CA-NT] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"842";"electricity, high voltage//[CA-YK] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"843";"electricity, high voltage//[CH] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"844";"electricity, high voltage//[FR] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"845";"electricity, high voltage//[HR] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"846";"electricity, high voltage//[IN] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"847";"electricity, high voltage//[IT] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"848";"electricity, high voltage//[JP] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"849";"electricity, high voltage//[MK] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"850";"electricity, high voltage//[MRO, US only] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"851";"electricity, high voltage//[NO] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"852";"electricity, high voltage//[NPCC, US only] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"853";"electricity, high voltage//[PE] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"854";"electricity, high voltage//[RFC] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"855";"electricity, high voltage//[RS] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"856";"electricity, high voltage//[SERC] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"857";"electricity, high voltage//[WECC, US only] electricity production, hydro, reservoir, alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"858";"electricity, high voltage//[CA-MB] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"859";"electricity, high voltage//[CA-NB] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"860";"electricity, high voltage//[CA-NF] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"861";"electricity, high voltage//[CA-NS] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"862";"electricity, high voltage//[CA-NT] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"863";"electricity, high voltage//[CA-ON] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"864";"electricity, high voltage//[CA-QC] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"865";"electricity, high voltage//[CA-SK] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"866";"electricity, high voltage//[CZ] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"867";"electricity, high voltage//[DE] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"868";"electricity, high voltage//[ES] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"869";"electricity, high voltage//[FI] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"870";"electricity, high voltage//[FRCC] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"871";"electricity, high voltage//[HICC] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"872";"electricity, high voltage//[IS] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"873";"electricity, high voltage//[KR] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"874";"electricity, high voltage//[PT] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"875";"electricity, high voltage//[RU] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"876";"electricity, high voltage//[SE] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"877";"electricity, high voltage//[SK] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"878";"electricity, high voltage//[SPP] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"879";"electricity, high voltage//[TR] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"880";"electricity, high voltage//[TRE] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"881";"electricity, high voltage//[TZ] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"882";"electricity, high voltage//[ZA] electricity production, hydro, reservoir, non-alpine region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"883";"electricity, high voltage//[BR] electricity production, hydro, reservoir, tropical region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"884";"electricity, high voltage//[ID] electricity production, hydro, reservoir, tropical region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"885";"electricity, high voltage//[MY] electricity production, hydro, reservoir, tropical region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"886";"electricity, high voltage//[TH] electricity production, hydro, reservoir, tropical region";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"887";"electricity, high voltage, label-certified//[CH] electricity production, hydro, run-of-river, label-certified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"888";"electricity, high voltage//[ASCC] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"889";"electricity, high voltage//[AT] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"890";"electricity, high voltage//[AU] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"891";"electricity, high voltage//[BA] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"892";"electricity, high voltage//[BE] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"893";"electricity, high voltage//[BG] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"894";"electricity, high voltage//[CA-AB] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"895";"electricity, high voltage//[CA-BC] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"896";"electricity, high voltage//[CA-MB] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"897";"electricity, high voltage//[CA-NB] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"898";"electricity, high voltage//[CA-NF] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"899";"electricity, high voltage//[CA-NS] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"900";"electricity, high voltage//[CA-NT] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"901";"electricity, high voltage//[CA-ON] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"902";"electricity, high voltage//[CA-QC] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"903";"electricity, high voltage//[CA-SK] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"904";"electricity, high voltage//[CA-YK] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"905";"electricity, high voltage//[CH] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"906";"electricity, high voltage//[CL] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"907";"electricity, high voltage//[CN-AH] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"908";"electricity, high voltage//[CN-BJ] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"909";"electricity, high voltage//[CN-CQ] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"910";"electricity, high voltage//[CN-FJ] electricity production, hydro, run-of-river";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
